action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18208586,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4094926,,CHEMBL4094926,8.12,0,http://www.openphacts.org/units/Nanomolar,3020980,=,1,1,=,,IC50,nM,,7.66,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,7.66
,,18208587,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3csc4ccsc34)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4067506,,CHEMBL4067506,6.19,0,http://www.openphacts.org/units/Nanomolar,3020981,=,1,1,=,,IC50,nM,,651.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,651.0
,,18208588,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3CCS4)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4087246,,CHEMBL4087246,7.58,0,http://www.openphacts.org/units/Nanomolar,3020982,=,1,1,=,,IC50,nM,,26.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,26.4
,,18208589,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4scnc34)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4105102,,CHEMBL4105102,5.64,0,http://www.openphacts.org/units/Nanomolar,3020983,=,1,1,=,,IC50,nM,,2300.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,2300.0
,,18208590,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nccc4sccc34)CC1)CCCC2,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4079365,,CHEMBL4079365,7.46,0,http://www.openphacts.org/units/Nanomolar,3020984,=,1,1,=,,IC50,nM,,34.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,34.4
,,18208591,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nccc4sccc34)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4097395,,CHEMBL4097395,7.58,0,http://www.openphacts.org/units/Nanomolar,3020985,=,1,1,=,,IC50,nM,,26.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,26.2
,,18208592,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cncc4sccc34)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4091554,,CHEMBL4091554,7.18,0,http://www.openphacts.org/units/Nanomolar,3020986,=,1,1,=,,IC50,nM,,65.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,65.4
,,18208593,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3ncnc4sccc34)CC1)CCCC2,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4063748,,CHEMBL4063748,6.09,0,http://www.openphacts.org/units/Nanomolar,3020987,=,1,1,=,,IC50,nM,,814.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,814.0
,,18208594,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3ncnc4sccc34)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4064609,,CHEMBL4064609,5.96,0,http://www.openphacts.org/units/Nanomolar,3020988,=,1,1,=,,IC50,nM,,1110.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,1110.0
,,18208595,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3OC(F)(F)O4)CC1)CCCC2.Cl,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4077006,,CHEMBL4117235,6.48,0,http://www.openphacts.org/units/Nanomolar,3020989,=,1,1,=,,IC50,nM,,331.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,331.0
,,18208596,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3OC(F)(F)O4)CC1)CCCC2O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4100152,,CHEMBL4100152,6.61,0,http://www.openphacts.org/units/Nanomolar,3020990,=,1,1,=,,IC50,nM,,244.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,244.0
,,18208597,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Sc2ccccc2N2CCN(CCc3c(C)nc4n(c3=O)CCCC4O)CC2)c(C)c1.Cl,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4082150,,CHEMBL4117087,5.94,0,http://www.openphacts.org/units/Nanomolar,3020991,=,1,1,=,,IC50,nM,,1160.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,1160.0
,,18208598,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2F,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4074373,,CHEMBL4074373,7.05,0,http://www.openphacts.org/units/Nanomolar,3020992,=,1,1,=,,IC50,nM,,89.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,89.0
,,18208599,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2Cl,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4101115,,CHEMBL4101115,7.22,0,http://www.openphacts.org/units/Nanomolar,3020993,=,1,1,=,,IC50,nM,,60.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,60.0
,,18208600,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2=O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4084663,,CHEMBL4084663,8.19,0,http://www.openphacts.org/units/Nanomolar,3020994,=,1,1,=,,IC50,nM,,6.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,6.4
,,18208601,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2(F)F,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4062992,,CHEMBL4062992,7.77,0,http://www.openphacts.org/units/Nanomolar,3020995,=,1,1,=,,IC50,nM,,17.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,17.0
,,18208602,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2(C)O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4061068,,CHEMBL4061068,8.47,0,http://www.openphacts.org/units/Nanomolar,3020996,=,1,1,=,,IC50,nM,,3.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,3.4
,,18208603,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4104261,,CHEMBL4104261,7.99,0,http://www.openphacts.org/units/Nanomolar,3020997,=,1,1,=,,IC50,nM,,10.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,10.2
,,18208604,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2Cl,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4079251,,CHEMBL4079251,7.91,0,http://www.openphacts.org/units/Nanomolar,3020998,=,1,1,=,,IC50,nM,,12.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,12.2
,,18208605,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2=O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4103509,,CHEMBL4103509,7.36,0,http://www.openphacts.org/units/Nanomolar,3020999,=,1,1,=,,IC50,nM,,44.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,44.0
,,18208606,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F.Cl,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4087132,,CHEMBL4116744,7.94,0,http://www.openphacts.org/units/Nanomolar,3021000,=,1,1,=,,IC50,nM,,11.5,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,11.5
,,18208607,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(C)O,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4065710,,CHEMBL4065710,8.02,0,http://www.openphacts.org/units/Nanomolar,3021001,=,1,1,=,,IC50,nM,,9.49,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,9.49
,,18208608,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4094825,,CHEMBL4094825,8.04,0,http://www.openphacts.org/units/Nanomolar,3021002,=,1,1,=,,IC50,nM,,9.14,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,9.14
,,18208609,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCC=C2.Cl,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4074326,,CHEMBL4116465,7.42,0,http://www.openphacts.org/units/Nanomolar,3021003,=,1,1,=,,IC50,nM,,37.6,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,37.6
,,18208610,[],CHEMBL4045106,Antagonist activity at 5-HT2A receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2c(O)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4043141,Bioorg Med Chem,2017,,CHEMBL4102561,,CHEMBL4102561,7.15,0,http://www.openphacts.org/units/Nanomolar,3021004,=,1,1,=,,IC50,nM,,71.3,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,71.3
,,18494633,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cncc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4205326,,CHEMBL4205326,6.82,0,http://www.openphacts.org/units/Nanomolar,3069805,=,1,1,=,,IC50,nM,,152.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,152.0
,,18494634,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4217039,,CHEMBL4217039,7.05,0,http://www.openphacts.org/units/Nanomolar,3069804,=,1,1,=,,IC50,nM,,89.9,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,89.9
,,18494635,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4218526,,CHEMBL4218526,7.03,0,http://www.openphacts.org/units/Nanomolar,3069803,=,1,1,=,,IC50,nM,,94.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,94.2
,,18494636,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4213586,,CHEMBL4213586,7.08,0,http://www.openphacts.org/units/Nanomolar,3069802,=,1,1,=,,IC50,nM,,83.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,83.2
,,18494637,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sc(F)cc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4217182,,CHEMBL4217182,7.19,0,http://www.openphacts.org/units/Nanomolar,3069801,=,1,1,=,,IC50,nM,,64.9,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,64.9
,,18494638,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4209188,,CHEMBL4209188,6.81,0,http://www.openphacts.org/units/Nanomolar,3069800,=,1,1,=,,IC50,nM,,154.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,154.0
,,18494639,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4214528,,CHEMBL4214528,6.32,0,http://www.openphacts.org/units/Nanomolar,3069799,=,1,1,=,,IC50,nM,,476.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,476.0
,,18494640,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4202871,,CHEMBL4202871,6.49,0,http://www.openphacts.org/units/Nanomolar,3069798,=,1,1,=,,IC50,nM,,324.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,324.0
,,18494641,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4217986,,CHEMBL4217986,6.28,0,http://www.openphacts.org/units/Nanomolar,3069797,=,1,1,=,,IC50,nM,,523.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,523.0
,,18494642,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4213342,,CHEMBL4213342,6.95,0,http://www.openphacts.org/units/Nanomolar,3069796,=,1,1,=,,IC50,nM,,113.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,113.0
,,18494643,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4212622,,CHEMBL4212622,6.78,0,http://www.openphacts.org/units/Nanomolar,3069795,=,1,1,=,,IC50,nM,,167.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,167.0
,,18494644,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4210637,,CHEMBL4210637,7.02,0,http://www.openphacts.org/units/Nanomolar,3069794,=,1,1,=,,IC50,nM,,95.5,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,95.5
,,18494645,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4210030,,CHEMBL4210030,6.61,0,http://www.openphacts.org/units/Nanomolar,3069793,=,1,1,=,,IC50,nM,,247.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,247.0
,,18494692,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4204832,,CHEMBL4204832,7.21,0,http://www.openphacts.org/units/Nanomolar,3069806,=,1,1,=,,IC50,nM,,62.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,62.4
,,18494693,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4209705,,CHEMBL4209705,7.17,0,http://www.openphacts.org/units/Nanomolar,3069807,=,1,1,=,,IC50,nM,,67.5,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,67.5
,,18494694,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4210128,,CHEMBL4210128,7.27,0,http://www.openphacts.org/units/Nanomolar,3069808,=,1,1,=,,IC50,nM,,53.9,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,53.9
,,18494695,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1ccnc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4215048,,CHEMBL4215048,7.28,0,http://www.openphacts.org/units/Nanomolar,3069809,=,1,1,=,,IC50,nM,,52.4,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,52.4
,,18494696,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4205772,,CHEMBL4205772,6.87,0,http://www.openphacts.org/units/Nanomolar,3069810,=,1,1,=,,IC50,nM,,134.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,134.0
,,18494697,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4214642,,CHEMBL4214642,7.38,0,http://www.openphacts.org/units/Nanomolar,3069811,=,1,1,=,,IC50,nM,,42.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,42.2
,,18494698,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4207328,,CHEMBL4207328,6.04,0,http://www.openphacts.org/units/Nanomolar,3069812,=,1,1,=,,IC50,nM,,910.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,910.0
,,18494699,[],CHEMBL4188000,Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018,,CHEMBL4202443,,CHEMBL4202443,6.97,0,http://www.openphacts.org/units/Nanomolar,3069813,=,1,1,=,,IC50,nM,,106.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,106.0
